//Branch,Name,FrEnode,ToEnode,Circuit,Voltage,Resistance,Reactance,NormalLimit,CtgLimit,Solve,Enforce,Monitor,Switchable,Penalty,AngleLimit,Hvdc,CID
1740 1753,1740 SHRM_TI_T8 138 1753 MEMC_E_T8 138,1740,1753,1,138,0,1e-04,11110,11110,1,1,,,,,,
1741 1742,1741 LKTEXOMA_8 138 1742 TEXOMA_T8 138,1741,1742,1,138,0.0122,0.03177,145.555555555556,145.555555555556,1,1,,,,,,
1744 11704,1744 GORDVL_T8 138 11704 SHER_W_8 138,1744,11704,1,138,0.00454,0.03213,504.444444444444,504.444444444444,1,1,,,,,,
1745 1746,1745 DENISN_8 138 1746 SHER_E_8 138,1745,1746,1,138,0.00501,0.0288,251.111111111111,251.111111111111,1,1,,,,,,
1745 1747,1745 DENISN_8 138 1747 CHERYMND_P8 138,1745,1747,1,138,0.00682,0.03967,251.111111111111,251.111111111111,1,1,,,,,,
1746 1758,1746 SHER_E_8 138 1758 PAYNE1_8 138,1746,1758,1,138,0.00321,0.01865,251.111111111111,251.111111111111,1,1,,,,,,
1747 6814,1747 CHERYMND_P8 138 6814 CHERY_RC 138,1747,6814,1,138,5e-04,0.002,11110,11110,1,1,,,,,,
1748 1754,1748 ELMONT_P8 138 1754 VAN_AL_8 138,1748,1754,1,138,0,1e-04,251.111111111111,251.111111111111,1,1,,,,,,
1748 2374,1748 ELMONT_P8 138 2374 ANNASW_8 138,1748,2374,1,138,0.00514,0.0298,251.111111111111,251.111111111111,1,1,,,,,,
1748 6813,1748 ELMONT_P8 138 6813 ELMNT_RC 138,1748,6813,1,138,0.00592,0.01568,11110,11110,1,1,,,,,,
175 3595,175 CHINASPRGS 138 3595 CHINASPG1_8 138,175,3595,1,138,1e-05,1e-04,142.222222222222,190,1,1,,,,,,
1750 1752,1750 SHER_S_8 138 1752 WHTMND_8 138,1750,1752,1,138,0.00296,0.01722,251.111111111111,251.111111111111,1,1,,,,,,
1751 12704,1751 VAN_AL_E_8 138 12704 WSTMNSTR_P8 138,1751,12704,1,138,0.00528,0.03063,251.111111111111,251.111111111111,1,1,,,,,,
1751 1752,1751 VAN_AL_E_8 138 1752 WHTMND_8 138,1751,1752,1,138,0.00454,0.02638,251.111111111111,251.111111111111,1,1,,,,,,
1751 6818,1751 VAN_AL_E_8 138 6818 EVANALRC 138,1751,6818,1,138,5e-04,0.002,11110,11110,1,1,,,,,,
1752 6816,1752 WHTMND_8 138 6816 WHTMD_RC 138,1752,6816,1,138,0,1e-04,11110,11110,1,1,,,,,,
1753 1758,1753 MEMC_E_T8 138 1758 PAYNE1_8 138,1753,1758,1,138,0.00237,0.01372,251.111111111111,251.111111111111,1,1,,,,,,
1755 1762,1755 ECTOR_P8 138 1762 BONHMNW1_8 138,1755,1762,1,138,0.00086,0.00437,251.111111111111,251.111111111111,1,1,,,,,,
1755 6830,1755 ECTOR_P8 138 6830 ECTOR_RC 138,1755,6830,1,138,0,1e-04,11110,11110,1,1,,,,,,
1757 12468,1757 ALLA_HUB_P8 138 12468 EPCO_P8 138,1757,12468,1,138,0.000827,0.009815,564.444444444445,564.444444444445,1,1,,,,,,
1757 2350,1757 ALLA_HUB_P8 138 2350 CELINASE1_8 138,1757,2350,1,138,0.001722,0.020448,564.444444444445,564.444444444445,1,1,,,,,,
1757 6826,1757 ALLA_HUB_P8 138 6826 ALHUB_RC 138,1757,6826,1,138,0,1e-04,11110,11110,1,1,,,,,,
1758 12468,1758 PAYNE1_8 138 12468 EPCO_P8 138,1758,12468,1,138,0.004888,0.058034,564.444444444445,564.444444444445,1,1,,,,,,
