//Branch,Name,FrEnode,ToEnode,Circuit,Voltage,Resistance,Reactance,NormalLimit,CtgLimit,Solve,Enforce,Monitor,Switchable,Penalty,AngleLimit,Hvdc,CID
3126 3128,3126 TRINIDADSU_9 69 3128 TRINIDAD_9 69,3126,3128,1,69,0.355501,0.37062,37.7777777777778,37.7777777777778,1,1,,,,,,
3126 3239,3126 TRINIDADSU_9 69 3239 ATHENS_9 69,3126,3239,1,69,0.355493,0.370615,37.7777777777778,37.7777777777778,1,1,,,,,,
3127 24048,3127 TRINIDAD_8 138 24048 TRSES7_1 1,3127,24048,1,138,0.00010224,-0.0020998,777.777777777778,833.333333333333,1,1,,,,,,
3127 24113,3127 TRINIDAD_8 138 24113 TRSES4_1 1,3127,24113,1,138,0.0034333,0.10009,80,83.3333333333333,1,1,,,,,,
3127 3260,3127 TRINIDAD_8 138 3260 NIPAKTAP_8 138,3127,3260,1,138,0.00111,0.00775,294.444444444444,294.444444444444,1,1,,,,,,
3127 3276,3127 TRINIDAD_8 138 3276 MALAKOFF_8 138,3127,3276,1,138,0.00444,0.03115,294.444444444444,294.444444444444,1,1,,,,,,
3127 3454,3127 TRINIDAD_8 138 3454 MONTFTSS__8 138,3127,3454,1,138,0.01442,0.05186,291.111111111111,291.111111111111,1,1,,,,,,
3127 3483,3127 TRINIDAD_8 138 3483 GOODLOE_P_8 138,3127,3483,1,138,0.00656,0.02362,291.111111111111,291.111111111111,1,1,,,,,,
3128 24113,3128 TRINIDAD_9 69 24113 TRSES4_1 1,3128,24113,1,69,0.010002,0.10002,80,83.3333333333333,1,1,,,,,,
3128 3269,3128 TRINIDAD_9 69 3269 WILOWSP_9 69,3128,3269,1,69,0.13473,0.20084,48.8888888888889,48.8888888888889,1,1,,,,,,
3128 3466,3128 TRINIDAD_9 69 3466 KERENS_9 69,3128,3466,1,69,0.212991,0.22167,125.555555555556,125.555555555556,1,1,,,,,,
3128 3479,3128 TRINIDAD_9 69 3479 NAVARRO1_9 69,3128,3479,1,69,0.22648,0.358309,48.8888888888889,48.8888888888889,1,1,,,,,,
3129 24084,3129 MARTINLK2_3 13.8 24084 MLSES2_1 1,3129,24084,1,13.8,1e-04,0.2865,68.3333333333333,68.3333333333333,1,1,,,,,,
3130 24071,3130 FOREGROV_5 345 24071 FGRSW1_1 1,3130,24071,1,345,0.00027891,0.01381,531.111111111111,612.222222222222,1,1,,,,,,
3131 24071,3131 FOREGROV_8 138 24071 FGRSW1_1 1,3131,24071,1,138,0.00027893,0.01381,531.111111111111,612.222222222222,1,1,,,,,,
3131 29266,3131 FOREGROV_8 138 29266 MABANKTAP_8 138,3131,29266,1,138,0.00204,0.01426,294.444444444444,294.444444444444,1,1,,,,,,
3131 3178,3131 FOREGROV_8 138 3178 EUSTCSED_8 138,3131,3178,1,138,0.00262,0.01687,145.555555555556,145.555555555556,1,1,,,,,,
3131 3248,3131 FOREGROV_8 138 3248 ATHNSNWT_8 138,3131,3248,1,138,0.00586,0.033211,251.111111111111,251.111111111111,1,1,,,,,,
3133 3199,3133 RICHLND2_5 345 3199 CALFRESTN_5 345,3133,3199,1,345,0.00044,0.00386,1257.77777777778,1257.77777777778,1,1,,,,,,
3133 904248,3133 RICHLND2_5 345 904248 BIGBRN__5 345,3133,904248,1,345,0.00044,0.00386,1168.88888888889,1168.88888888889,1,1,,,,,,
3134 3186,3134 RICHLND1_5 345 3186 CALPFREST_5 345,3134,3186,1,345,0.00044,0.00386,1257.77777777778,1257.77777777778,1,1,,,,,,
3134 3380,3134 RICHLND1_5 345 3380 BIGBRN__5 345,3134,3380,1,345,0.00044,0.00386,1257.77777777778,1257.77777777778,1,1,,,,,,
3135 24086,3135 NACOGDSE_3 13.8 24086 NCDSE1_1 1,3135,24086,1,13.8,0.0022474,0.11128,111.111111111111,111.111111111111,1,1,,,,,,
3136 24032,3136 LUFKNSS_3 13.8 24032 LFKSW7_1 1,3136,24032,1,13.8,0.0022317,0.1116,83.3333333333333,83.3333333333333,1,1,,,,,,
3137 3139,3137 BLACKFORK 138 3139 TYLERWES_8 138,3137,3139,1,138,0.001158,0.013757,331.111111111111,331.111111111111,1,1,,,,,,
3137 3141,3137 BLACKFORK 138 3141 TYLERNW_8 138,3137,3141,1,138,0.000204,0.001159,251.111111111111,251.111111111111,1,1,,,,,,
3137 3202,3137 BLACKFORK 138 3202 SWANTWO_8 138,3137,3202,1,138,0.00791,0.02075,145.555555555556,145.555555555556,1,1,,,,,,
3138 24116,3138 TYLERWT_3 13.2 24116 TYWST1_1 1,3138,24116,1,13.2,0.0152,0.2538,27.7777777777778,27.7777777777778,1,1,,,,,,
3139 24116,3139 TYLERWES_8 138 24116 TYWST1_1 1,3139,24116,1,138,0.0014,0.1561,63.3333333333333,70,1,1,,,,,,
3139 3198,3139 TYLERWES_8 138 3198 TYLRKLLY_8 138,3139,3198,1,138,0.00269,0.01571,165.555555555556,165.555555555556,1,1,,,,,,
3140 13235,3140 TYLERWES_9 69 13235 CHANDLERW_9 69,3140,13235,1,69,0.01611,0.17369,37.7777777777778,37.7777777777778,1,1,,,,,,
3140 24116,3140 TYLERWES_9 69 24116 TYWST1_1 1,3140,24116,1,69,0.0071,0.0237,63.3333333333333,70,1,1,,,,,,
3140 3207,3140 TYLERWES_9 69 3207 TYLER_9 69,3140,3207,1,69,0.00638,0.02758,80,80,1,1,,,,,,
3142 3141,3142 TYLERNW_9 69 3141 TYLERNW_8 138,3142,3141,1,138,0.003,0.08328,135.555555555556,138.888888888889,1,1,,,,,,
3142 3207,3142 TYLERNW_9 69 3207 TYLER_9 69,3142,3207,1,69,0.008197,0.050982,125.555555555556,125.555555555556,1,1,,,,,,
3143 3213,3143 TYLERGND_8 138 3213 TYLERGE_8 138,3143,3213,1,138,0.00037,0.00385,552.222222222222,552.222222222222,1,1,,,,,,
3143 3220,3143 TYLERGND_8 138 3220 TYLERLOP_8 138,3143,3220,1,138,0.00133,0.01501,560,560,1,1,,,,,,
3143 3227,3143 TYLERGND_8 138 3227 WHITEHSE_8 138,3143,3227,1,138,0.000876,0.01041,531.111111111111,531.111111111111,1,1,,,,,,
3143 903965,3143 TYLERGND_8 138 903965 TYLERGND_8 138,3143,903965,1,138,3.5e-05,0.000375,44440,44440,1,1,,,,,,
3144 3228,3144 OVERTON_8 138 3228 ARP_8 138,3144,3228,1,138,0.00718,0.019034,133.333333333333,133.333333333333,1,1,,,,,,
3145 3241,3145 JAXVLNTA_9 69 3241 JAXVLSTA_9 69,3145,3241,1,69,0,1e-04,11110,11110,1,1,,,,,,
3145 3252,3145 JAXVLNTA_9 69 3252 JAXVL1SS_9 69,3145,3252,1,69,0.00291,0.01004,91.1111111111111,91.1111111111111,1,1,,,,,,
3145 903969,3145 JAXVLNTA_9 69 903969 JAXVLNOR_9 69,3145,903969,1,69,0.01029,0.02638,72.2222222222222,72.2222222222222,1,1,,,,,,
3146 3149,3146 JAXVLNOR_9 69 3149 MTSELMAN_9 69,3146,3149,1,69,0.0328,0.0841,72.2222222222222,72.2222222222222,1,1,,,,,,
3146 903969,3146 JAXVLNOR_9 69 903969 JAXVLNOR_9 69,3146,903969,1,69,0,1e-04,11110,11110,1,1,,,,,,
3147 3156,3147 TROUPSS_8 138 3156 WALNUTGRV_8 138,3147,3156,1,138,0.002191,0.026026,531.111111111111,531.111111111111,1,1,,,,,,
3148 3147,3148 TROUPSS_9 69 3147 TROUPSS_8 138,3148,3147,1,138,0.0083,0.1799,63.3333333333333,70,1,1,,,,,,
3148 3149,3148 TROUPSS_9 69 3149 MTSELMAN_9 69,3148,3149,1,69,0.05916,0.15171,72.2222222222222,72.2222222222222,1,1,,,,,,
3148 3150,3148 TROUPSS_9 69 3150 TROUPMTR_9 69,3148,3150,1,69,0.0135,0.03463,72.2222222222222,72.2222222222222,1,1,,,,,,
315 319,315 GLENROSE 69 319 MERIDIAN 69,315,319,1,69,0.191254,0.32324,24.4444444444444,43.3333333333333,1,1,,,,,,
3150 3151,3150 TROUPMTR_9 69 3151 TROUP_9 69,3150,3151,1,69,0.00514,0.01319,72.2222222222222,72.2222222222222,1,1,,,,,,
3150 6742,3150 TROUPMTR_9 69 6742 TROUP 69,3150,6742,1,69,4e-05,4e-04,127.777777777778,151.111111111111,1,1,,,,,,
3151 903977,3151 TROUP_9 69 903977 TROUP_9 69,3151,903977,1,69,0,1e-04,11110,11110,1,1,,,,,,
3152 3153,3152 ARPCHIPR_9 69 3153 ARP_9 69,3152,3153,1,69,0.03358,0.05211,48.8888888888889,48.8888888888889,1,1,,,,,,
3152 903977,3152 ARPCHIPR_9 69 903977 TROUP_9 69,3152,903977,1,69,0.08446,0.13361,48.8888888888889,48.8888888888889,1,1,,,,,,
3153 3231,3153 ARP_9 69 3231 OVERTON_9 69,3153,3231,1,69,0.05684,0.0882,48.8888888888889,48.8888888888889,1,1,,,,,,
3154 3327,3154 DIBOLSP_8 138 3327 DIBOLET_8 138,3154,3327,1,138,9.6e-05,0.000247,145.555555555556,145.555555555556,1,1,,,,,,
3155 3327,3155 DIBOLL_8 138 3327 DIBOLET_8 138,3155,3327,1,138,0.000675,0.001732,145.555555555556,145.555555555556,1,1,,,,,,
3155 903982,3155 DIBOLL_8 138 903982 DIBOLL_8 138,3155,903982,1,138,0,1e-04,11110,11110,1,1,,,,,,
3156 3227,3156 WALNUTGRV_8 138 3227 WHITEHSE_8 138,3156,3227,1,138,0.001127,0.013385,531.111111111111,531.111111111111,1,1,,,,,,
3156 6743,3156 WALNUTGRV_8 138 6743 WALNTGR 138,3156,6743,1,138,1e-05,1e-04,127.777777777778,151.111111111111,1,1,,,,,,
3160 3296,3160 DIALVILL_8 138 3296 NECHESRI_8 138,3160,3296,1,138,0.01054,0.06123,251.111111111111,251.111111111111,1,1,,,,,,
3161 3160,3161 DIALVILL_9 69 3160 DIALVILL_8 138,3161,3160,1,138,0.00931,0.18437,65.5555555555556,70,1,1,,,,,,
3161 3162,3161 DIALVILL_9 69 3162 RUSK_9 69,3161,3162,1,69,0.04373,0.11213,72.2222222222222,72.2222222222222,1,1,,,,,,
3161 903987,3161 DIALVILL_9 69 903987 RUSK_9 69,3161,903987,1,69,0.04372,0.09982,72.2222222222222,72.2222222222222,1,1,,,,,,
3161 904074,3161 DIALVILL_9 69 904074 REYNLDST_9 69,3161,904074,1,69,0.04501,0.11543,72.2222222222222,72.2222222222222,1,1,,,,,,
3162 903987,3162 RUSK_9 69 903987 RUSK_9 69,3162,903987,1,69,0,1e-04,11110,11110,1,1,,,,,,
3163 3165,3163 DCVERC_8 138 3165 TAWAKRC_T8 138,3163,3165,1,138,0.00167,0.00971,251.111111111111,251.111111111111,1,1,,,,,,
3163 3169,3163 DCVERC_8 138 3169 IRONBRG_8 138,3163,3169,1,138,0.00027,0.01548,251.111111111111,251.111111111111,1,1,,,,,,
3163 900957,3163 DCVERC_8 138 900957 ABLSPRG_P8 138,3163,900957,1,138,0.00068,0.038606,251.111111111111,251.111111111111,1,1,,,,,,
3165 3167,3165 TAWAKRC_T8 138 3167 ENTERPRI_8 138,3165,3167,1,138,0.00128,0.00803,251.111111111111,251.111111111111,1,1,,,,,,
3165 6918,3165 TAWAKRC_T8 138 6918 TAWK_RC 138,3165,6918,1,138,0,1e-04,11110,11110,1,1,,,,,,
3167 3168,3167 ENTERPRI_8 138 3168 IRONBRTA_8 138,3167,3168,1,138,0.00723,0.04203,251.111111111111,251.111111111111,1,1,,,,,,
3167 6919,3167 ENTERPRI_8 138 6919 ENTPR_RC 138,3167,6919,1,138,0,1e-04,11110,11110,1,1,,,,,,
3168 3170,3168 IRONBRTA_8 138 3170 EMORY_8 138,3168,3170,1,138,0.00605,0.0285,217.777777777778,217.777777777778,1,1,,,,,,
3168 3181,3168 IRONBRTA_8 138 3181 EDGEWOOD_8 138,3168,3181,1,138,0.00416,0.01963,217.777777777778,217.777777777778,1,1,,,,,,
3170 3172,3170 EMORY_8 138 3172 EMORYNODE_8 138,3170,3172,1,138,0.00754,0.03546,217.777777777778,217.777777777778,1,1,,,,,,
3171 3172,3171 EMORYNOR_8 138 3172 EMORYNODE_8 138,3171,3172,1,138,0.00058,0.00272,217.777777777778,217.777777777778,1,1,,,,,,
3171 6730,3171 EMORYNOR_8 138 6730 NESS 138,3171,6730,1,138,1e-05,1e-04,127.777777777778,151.111111111111,1,1,,,,,,
3172 6914,3172 EMORYNODE_8 138 6914 EMORY_RC 138,3172,6914,1,138,0,1e-04,127.777777777778,151.111111111111,1,1,,,,,,
3173 3175,3173 EXPMTR_8 138 3175 CANTON_8 138,3173,3175,1,138,0.00739,0.05225,294.444444444444,294.444444444444,1,1,,,,,,
3173 3176,3173 EXPMTR_8 138 3176 MABANK_8 138,3173,3176,1,138,0.00591,0.04184,294.444444444444,294.444444444444,1,1,,,,,,
3173 6815,3173 EXPMTR_8 138 6815 EXPLORRC 138,3173,6815,1,138,0,1e-04,11110,11110,1,1,,,,,,
3174 3175,3174 CANTNSW_8 138 3175 CANTON_8 138,3174,3175,1,138,0.01257,0.03297,145.555555555556,145.555555555556,1,1,,,,,,
3174 3181,3174 CANTNSW_8 138 3181 EDGEWOOD_8 138,3174,3181,1,138,0.00539,0.02541,217.777777777778,217.777777777778,1,1,,,,,,
3174 3183,3174 CANTNSW_8 138 3183 VAN_8 138,3174,3183,1,138,0.00897,0.04228,212.222222222222,212.222222222222,1,1,,,,,,
3176 3179,3176 MABANK_8 138 3179 PAULINE_8 138,3176,3179,1,138,0.001955,0.013835,145.555555555556,145.555555555556,1,1,,,,,,
3177 3178,3177 EUSTACE_8 138 3178 EUSTCSED_8 138,3177,3178,1,138,0.00082,0.00214,145.555555555556,145.555555555556,1,1,,,,,,
3177 3179,3177 EUSTACE_8 138 3179 PAULINE_8 138,3177,3179,1,138,0.001955,0.013835,145.555555555556,145.555555555556,1,1,,,,,,
3181 24063,3181 EDGEWOOD_8 138 24063 EDGWD2_1 1,3181,24063,1,138,0.011,0.4791,31.1111111111111,34.4444444444444,1,1,,,,,,
3182 24063,3182 EDGEWOOD_9 69 24063 EDGWD2_1 1,3182,24063,1,69,0.0075,-0.0181,31.1111111111111,34.4444444444444,1,1,,,,,,
3182 3187,3182 EDGEWOOD_9 69 3187 IRNBRGTA_9 69,3182,3187,1,69,0.08906,0.09366,37.7777777777778,37.7777777777778,1,1,,,,,,
3183 3197,3183 VAN_8 138 3197 TYLERSW_8 138,3183,3197,1,138,0.01688,0.07957,217.777777777778,217.777777777778,1,1,,,,,,
3185 3169,3185 IRONBRG_9 69 3169 IRONBRG_8 138,3185,3169,1,138,0.01325,0.25069,33.3333333333333,34.4444444444444,1,1,,,,,,
3185 3191,3185 IRONBRG_9 69 3191 DUCKCVTA_9 69,3185,3191,1,69,0.0154,0.01286,30,30,1,1,,,,,,
3186 120111,3186 CALPFREST_5 345 120111 FREC_GT1 18,3186,120111,1,345,1e-05,0.06862,255.555555555556,255.555555555556,1,1,,,,,,
3186 120112,3186 CALPFREST_5 345 120112 FREC_GT2 18,3186,120112,1,345,1e-05,0.06862,255.555555555556,255.555555555556,1,1,,,,,,
3186 120113,3186 CALPFREST_5 345 120113 FREC_ST3 18,3186,120113,1,345,0.0015434,0.064048,277.777777777778,277.777777777778,1,1,,,,,,
3187 3189,3187 IRNBRGTA_9 69 3189 BTSTARTA_9 69,3187,3189,1,69,0.11791,0.09849,32.2222222222222,32.2222222222222,1,1,,,,,,
3187 904011,3187 IRNBRGTA_9 69 904011 WILLSPNT_9 69,3187,904011,1,69,0.04946,0.05202,37.7777777777778,37.7777777777778,1,1,,,,,,
3188 904011,3188 WILLSPNT_9 69 904011 WILLSPNT_9 69,3188,904011,1,69,0,1e-04,11110,11110,1,1,,,,,,
3189 904016,3189 BTSTARTA_9 69 904016 DUCKCVTA_9 69,3189,904016,1,69,0.10665,0.08909,32.2222222222222,32.2222222222222,1,1,,,,,,
319 323,319 MERIDIAN 69 323 CRANFILSGP 69,319,323,1,69,0.166921,0.226042,23.3333333333333,42.2222222222222,1,1,,,,,,
319 327,319 MERIDIAN 69 327 POWELL 69,319,327,1,69,0.028353,0.151476,80,80,1,1,,,,,,
3191 3192,3191 DUCKCVTA_9 69 3192 DUCKCOVE_9 69,3191,3192,1,69,0.05363,0.08016,48.8888888888889,48.8888888888889,1,1,,,,,,
3191 904016,3191 DUCKCVTA_9 69 904016 DUCKCVTA_9 69,3191,904016,1,69,0,1e-04,11110,11110,1,1,,,,,,
3192 6920,3192 DUCKCOVE_9 69 6920 DCKCV_RC 69,3192,6920,1,69,0,1e-04,11110,11110,1,1,,,,,,
3193 24063,3193 EDGEWOOD_3 13.2 24063 EDGWD2_1 1,3193,24063,1,13.2,0.0222,0.4568,8.33333333333333,8.33333333333333,1,1,,,,,,
3196 3197,3196 TYLERSWE_8 138 3197 TYLERSW_8 138,3196,3197,1,138,0.00111,0.00523,217.777777777778,217.777777777778,1,1,,,,,,
3197 3198,3197 TYLERSW_8 138 3198 TYLRKLLY_8 138,3197,3198,1,138,0.00141,0.0082,165.555555555556,165.555555555556,1,1,,,,,,
3199 120114,3199 CALFRESTN_5 345 120114 FREC_GT4 18,3199,120114,1,345,1e-05,0.06978,255.555555555556,255.555555555556,1,1,,,,,,
3199 120115,3199 CALFRESTN_5 345 120115 FREC_GT5 18,3199,120115,1,345,1e-05,0.06993,255.555555555556,255.555555555556,1,1,,,,,,
3199 120116,3199 CALFRESTN_5 345 120116 FREC_ST6 18,3199,120116,1,345,1e-05,0.06433,277.777777777778,277.777777777778,1,1,,,,,,
32 35,32 ROBERTSON 138 35 HEARNE8 138,32,35,1,138,0.007042,0.024153,154.444444444444,198.888888888889,1,1,,,,,,
32 37,32 ROBERTSON 138 37 RIDGE 138,32,37,1,138,0.011588,0.076596,318.888888888889,318.888888888889,1,1,,,,,,
32 64,32 ROBERTSON 138 64 MILANO 138,32,64,1,138,0.01475,0.08572,251.111111111111,251.111111111111,1,1,,,,,,
320 151092,320 JAYBIRD 138 151092 BUCKTHRN_8 138,320,151092,1,138,0,1e-04,403.333333333333,403.333333333333,1,1,,,,,,
320 331,320 JAYBIRD 138 331 RWMILLER 138,320,331,1,138,0.011899,0.077806,317.777777777778,317.777777777778,1,1,,,,,,
32000 109081,32000 CSST 138 109081 BL_CCSWC 138,32000,109081,1,138,0,1e-04,220.555555555556,272.888888888889,1,1,,,,,,
32000 32001,32000 CSST 138 32001 CSPT 138,32000,32001,1,138,9e-04,0.0055,463.333333333333,496.666666666667,1,1,,,,,,
32000 32004,32000 CSST 138 32004 CSSC 138,32000,32004,1,138,0.0052,0.0177,449.888888888889,455.444444444444,1,1,,,,,,
32000 32882,32000 CSST 138 32882 BRYN_TABR138 138,32000,32882,1,138,0.0066,0.042,275.555555555556,275.555555555556,1,1,,,,,,
32000 32896,32000 CSST 138 32896 BRYN_EAST138 138,32000,32896,1,138,0.001542,0.008894,252.222222222222,263.333333333333,1,1,,,,,,
32001 32002,32001 CSPT 138 32002 CSSV 138,32001,32002,1,138,0.0018,0.011,463.333333333333,496.666666666667,1,1,,,,,,
32002 32893,32002 CSSV 138 32893 BRYN_SWTCH 138,32002,32893,1,138,1e-05,1e-04,170,170,1,1,,,,,,
32003 32004,32003 CSGP 138 32004 CSSC 138,32003,32004,1,138,0.0037,0.0093,239.222222222222,239.222222222222,1,1,,,,,,
32003 32878,32003 CSGP 138 32878 BRYN_GRNPRAI 138,32003,32878,1,138,1e-05,1e-04,22220,22220,1,1,,,,,,
32005 32790,32005 DOWLNGRD 138 32790 ENTERPRISE 138,32005,32790,1,138,0.001601,0.009378,252.222222222222,263.333333333333,1,1,,,,,,
32005 32893,32005 DOWLNGRD 138 32893 BRYN_SWTCH 138,32005,32893,1,138,0.000578,0.003892,252.222222222222,263.333333333333,1,1,,,,,,
32006 32798,32006 CSUNGATE 138 32798 BRYN_TAMU_A 138,32006,32798,1,138,0,1e-04,11110,11110,1,1,,,,,,
32006 904037,32006 CSUNGATE 138 904037 CSUNGATE 138,32006,904037,1,138,0,1e-04,11110,11110,1,1,,,,,,
3201 3203,3201 LINDALE_8 138 3203 LNDALTAP_8 138,3201,3203,1,138,0.00204,0.0144,294.444444444444,294.444444444444,1,1,,,,,,
3202 3203,3202 SWANTWO_8 138 3203 LNDALTAP_8 138,3202,3203,1,138,0.00757,0.01986,145.555555555556,145.555555555556,1,1,,,,,,
3202 3204,3202 SWANTWO_8 138 3204 TYLERPIP_8 138,3202,3204,1,138,0.00442,0.00643,97.7777777777778,97.7777777777778,1,1,,,,,,
3203 3205,3203 LNDALTAP_8 138 3205 HIDAWYLK_8 138,3203,3205,1,138,0.00132,0.00346,145.555555555556,145.555555555556,1,1,,,,,,
3208 3209,3208 DELELKTAP1_8 138 3209 DELEK1_8 138,3208,3209,1,138,0.001045,0.006066,251.111111111111,251.111111111111,1,1,,,,,,
3208 3210,3208 DELELKTAP1_8 138 3210 TYLERNE_8 138,3208,3210,1,138,0.00113,0.01137,383.333333333333,383.333333333333,1,1,,,,,,
3208 3211,3208 DELELKTAP1_8 138 3211 TYLERE_8 138,3208,3211,1,138,0.00022,0.00217,383.333333333333,383.333333333333,1,1,,,,,,
3211 3214,3211 TYLERE_8 138 3214 DELEKTAP2_8 138,3211,3214,1,138,0.001378,0.011376,552.222222222222,552.222222222222,1,1,,,,,,
3212 3213,3212 TYLROMNR_8 138 3213 TYLERGE_8 138,3212,3213,1,138,0.00087,0.009,552.222222222222,552.222222222222,1,1,,,,,,
3212 3214,3212 TYLROMNR_8 138 3214 DELEKTAP2_8 138,3212,3214,1,138,0.00037,0.00214,552.222222222222,552.222222222222,1,1,,,,,,
3214 3225,3214 DELEKTAP2_8 138 3225 DLK1_8 138,3214,3225,1,138,0.001045,0.006066,251.111111111111,251.111111111111,1,1,,,,,,
3218 3220,3218 TYLERS_8 138 3220 TYLERLOP_8 138,3218,3220,1,138,0,1e-04,11110,11110,1,1,,,,,,
3218 903965,3218 TYLERS_8 138 903965 TYLERGND_8 138,3218,903965,1,138,0.00133,0.01501,371.111111111111,371.111111111111,1,1,,,,,,
3219 3220,3219 TYLRBUL_8 138 3220 TYLERLOP_8 138,3219,3220,1,138,0.000109,0.001085,531.111111111111,531.111111111111,1,1,,,,,,
3222 3224,3222 TEASELVL_8 138 3224 TEASELMT_P8 138,3222,3224,1,138,0.00178,0.01037,251.111111111111,251.111111111111,1,1,,,,,,
3224 6709,3224 TEASELMT_P8 138 6709 TSLVILLE 138,3224,6709,1,138,5e-04,0.002,127.777777777778,151.111111111111,1,1,,,,,,
3228 6710,3228 ARP_8 138 6710 SWINNEYTOWN 138,3228,6710,1,138,0.00351,0.009306,133.333333333333,133.333333333333,1,1,,,,,,
3228 6715,3228 ARP_8 138 6715 ARP 138,3228,6715,1,138,1e-05,1e-04,127.777777777778,151.111111111111,1,1,,,,,,
3229 6707,3229 GWARTNEY_8 138 6707 GWRTNY 138,3229,6707,1,138,1e-05,1e-04,127.777777777778,151.111111111111,1,1,,,,,,
3229 6710,3229 GWARTNEY_8 138 6710 SWINNEYTOWN 138,3229,6710,1,138,0.00749,0.01986,133.333333333333,133.333333333333,1,1,,,,,,
3229 903965,3229 GWARTNEY_8 138 903965 TYLERGND_8 138,3229,903965,1,138,0.01497,0.03971,133.333333333333,133.333333333333,1,1,,,,,,
3231 3144,3231 OVERTON_9 69 3144 OVERTON_8 138,3231,3144,1,138,0.0054,0.1722,61.1111111111111,70,1,1,,,,,,
3236 13235,3236 BRNSBORO_9 69 13235 CHANDLERW_9 69,3236,13235,1,69,0.14211,0.14953,37.7777777777778,37.7777777777778,1,1,,,,,,
3236 904063,3236 BRNSBORO_9 69 904063 BRNSBORO_9 69,3236,904063,1,69,0,1e-04,11110,11110,1,1,,,,,,
3238 3247,3238 ATHENS_8 138 3247 ATHENSTA_8 138,3238,3247,1,138,0.000375,0.002124,251.111111111111,251.111111111111,1,1,,,,,,
3238 3801,3238 ATHENS_8 138 3801 LAURENLANE_8 138,3238,3801,1,138,0.006133,0.034756,251.111111111111,251.111111111111,1,1,,,,,,
3238 6805,3238 ATHENS_8 138 6805 SUNOCORC 138,3238,6805,1,138,1e-05,1e-04,224.444444444444,263.333333333333,1,1,,,,,,
3239 3238,3239 ATHENS_9 69 3238 ATHENS_8 138,3239,3238,1,138,0.0088,0.1608,65.5555555555556,70,1,1,,,,,,
3239 3240,3239 ATHENS_9 69 3240 MURCHISN_9 69,3239,3240,1,69,0.12264,0.12967,37.7777777777778,37.7777777777778,1,1,,,,,,
3239 3256,3239 ATHENS_9 69 3256 POYNOR_9 69,3239,3256,1,69,0.32665,0.40891,37.7777777777778,37.7777777777778,1,1,,,,,,
3240 904063,3240 MURCHISN_9 69 904063 BRNSBORO_9 69,3240,904063,1,69,0.16448,0.17307,37.7777777777778,37.7777777777778,1,1,,,,,,
3241 3242,3241 JAXVLSTA_9 69 3242 JAXVLWTA_9 69,3241,3242,1,69,0.006115,0.024018,72.2222222222222,72.2222222222222,1,1,,,,,,
3241 3252,3241 JAXVLSTA_9 69 3252 JAXVL1SS_9 69,3241,3252,1,69,0.002901,0.011303,72.2222222222222,72.2222222222222,1,1,,,,,,
3242 3243,3242 JAXVLWTA_9 69 3243 JAXWEST_9 69,3242,3243,1,69,0.04705,0.04159,33.3333333333333,33.3333333333333,1,1,,,,,,
3242 3244,3242 JAXVLWTA_9 69 3244 JAXVL_9 69,3242,3244,1,69,0.00257,0.00899,72.2222222222222,72.2222222222222,1,1,,,,,,
3243 3258,3243 JAXWEST_9 69 3258 JAXVLNODE_9 69,3243,3258,1,69,0.01082,0.00957,33.3333333333333,33.3333333333333,1,1,,,,,,
3244 3245,3244 JAXVL_9 69 3245 REYNLDST_9 69,3244,3245,1,69,0.01157,0.02968,72.2222222222222,72.2222222222222,1,1,,,,,,
3244 904072,3244 JAXVL_9 69 904072 JAXVL_9 69,3244,904072,1,69,0,1e-04,11110,11110,1,1,,,,,,
3245 904074,3245 REYNLDST_9 69 904074 REYNLDST_9 69,3245,904074,1,69,0,1e-04,11110,11110,1,1,,,,,,
3247 3248,3247 ATHENSTA_8 138 3248 ATHNSNWT_8 138,3247,3248,1,138,0.001635,0.009268,251.111111111111,251.111111111111,1,1,,,,,,
3249 3250,3249 BEAUMNTA_9 69 3250 BEAUMONT_9 69,3249,3250,1,69,0.00871,0.01351,48.8888888888889,48.8888888888889,1,1,,,,,,
3249 3252,3249 BEAUMNTA_9 69 3252 JAXVL1SS_9 69,3249,3252,1,69,0.01617,0.02274,48.8888888888889,48.8888888888889,1,1,,,,,,
3249 904072,3249 BEAUMNTA_9 69 904072 JAXVL_9 69,3249,904072,1,69,0.00622,0.00965,48.8888888888889,48.8888888888889,1,1,,,,,,
325 1612,325 RICOCHET 138 1612 BRECK_N_1_8 138,325,1612,1,138,0.00099,0.00466,217.777777777778,217.777777777778,1,1,,,,,,
325 1616,325 RICOCHET 138 1616 SUN_ECU_T8 138,325,1616,1,138,0.01139,0.05359,217.777777777778,217.777777777778,1,1,,,,,,
3251 13253,3251 FLINTSUB_8 138 13253 BULLARD_8 138,3251,13253,1,138,0.003499,0.012604,291.111111111111,291.111111111111,1,1,,,,,,
3252 3253,3252 JAXVL1SS_9 69 3253 JAXVLSW_8 138,3252,3253,1,138,0.00937,0.12524,80,91.1111111111111,1,1,,,,,,
3252 3254,3252 JAXVL1SS_9 69 3254 JAXVL2SS_9 69,3252,3254,1,69,0,1e-04,11110,11110,1,1,,,,,,
3253 13253,3253 JAXVLSW_8 138 13253 BULLARD_8 138,3253,13253,1,138,0.004831,0.017406,276.666666666667,276.666666666667,1,1,,,,,,
3254 3253,3254 JAXVL2SS_9 69 3253 JAXVLSW_8 138,3254,3253,1,138,0.007481,0.19853,62.2222222222222,70,1,1,,,,,,
