//scn,ara,int,BalancePrice,LoadFlowPrice,LoadLossPrice,LoadPrice,SourceFlowPrice,SourceLossPrice,SourcePrice,Loss,LossUpdate,LossError
ScnDA,WZ_SOUTH_CENTRAL,14,4.020,30.787,0.000,34.807,29.338,0.000,33.358,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,WZ_SOUTH_CENTRAL,15,3.297,31.645,0.000,34.942,30.127,0.000,33.424,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,WZ_SOUTH_CENTRAL,16,2.139,32.836,0.000,34.974,31.338,0.000,33.477,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,WZ_SOUTH_CENTRAL,17,3.323,31.658,0.000,34.981,30.298,0.000,33.621,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,WZ_SOUTH_CENTRAL,18,8.302,27.057,0.000,35.359,25.571,0.000,33.873,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,WZ_SOUTH_CENTRAL,19,17.298,17.115,0.000,34.414,15.732,0.000,33.030,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,WZ_SOUTH_CENTRAL,20,28.831,5.497,0.000,34.327,4.222,0.000,33.053,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,WZ_SOUTH_CENTRAL,21,28.648,5.718,0.000,34.366,4.453,0.000,33.101,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,WZ_SOUTH_CENTRAL,22,29.161,4.953,0.000,34.114,3.720,0.000,32.881,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,WZ_SOUTH_CENTRAL,23,15.936,18.495,0.000,34.431,16.874,0.000,32.809,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,WZ_SOUTH_CENTRAL,24,15.834,18.283,0.000,34.117,16.607,0.000,32.441,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,WZ_WEST,1,41.777,-22.116,0.000,19.661,-23.246,0.000,18.532,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,WZ_WEST,2,47.236,-22.635,0.000,24.601,-24.203,0.000,23.033,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,WZ_WEST,3,52.955,-25.722,0.000,27.233,-26.819,0.000,26.136,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,WZ_WEST,4,53.798,-26.190,0.000,27.608,-27.408,0.000,26.390,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,WZ_WEST,5,61.833,-30.902,0.000,30.931,-31.091,0.000,30.742,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,WZ_WEST,6,64.236,-32.156,0.000,32.080,-32.214,0.000,32.022,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,WZ_WEST,7,65.233,-32.582,0.000,32.652,-32.618,0.000,32.616,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,WZ_WEST,8,65.369,-32.255,0.000,33.113,-32.675,0.000,32.693,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,WZ_WEST,9,63.386,-31.788,0.000,31.598,-31.824,0.000,31.562,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,WZ_WEST,10,5.869,3.768,0.000,9.638,8.708,0.000,14.578,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,WZ_WEST,11,4.366,3.852,0.000,8.218,9.627,0.000,13.993,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,WZ_WEST,12,4.705,-0.018,0.000,4.687,5.396,0.000,10.101,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,WZ_WEST,13,4.163,0.643,0.000,4.805,5.470,0.000,9.633,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,WZ_WEST,14,4.020,1.208,0.000,5.228,5.581,0.000,9.601,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,WZ_WEST,15,3.297,2.506,0.000,5.803,6.348,0.000,9.645,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,WZ_WEST,16,2.139,3.657,0.000,5.796,7.637,0.000,9.775,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,WZ_WEST,17,3.323,1.941,0.000,5.263,6.290,0.000,9.612,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,WZ_WEST,18,8.302,-2.409,0.000,5.893,-0.215,0.000,8.087,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,WZ_WEST,19,17.298,-6.976,0.000,10.323,-9.038,0.000,8.260,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,WZ_WEST,20,28.831,-14.022,0.000,14.808,-15.510,0.000,13.321,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,WZ_WEST,21,28.648,-13.949,0.000,14.699,-15.373,0.000,13.275,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,WZ_WEST,22,29.161,-13.507,0.000,15.653,-15.337,0.000,13.824,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,WZ_WEST,23,15.936,-4.739,0.000,11.197,-7.548,0.000,8.388,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,WZ_WEST,24,15.834,-4.698,0.000,11.136,-7.520,0.000,8.314,+0.0000e+000,+0.0000e+000,+0.0000e+000
//EOF
