//scn,inj,int,LMP,BalancePrice,FlowPrice,LossPrice,LossFactor,LfUpdate,LfError
ScnDA,150203_C0,3,34.752,52.955,-18.203,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150203_C0,4,34.752,53.798,-19.046,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150203_C0,5,34.752,61.833,-27.081,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150203_C0,6,34.752,64.236,-29.484,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150203_C0,7,34.752,65.233,-30.482,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150203_C0,8,34.752,65.369,-30.617,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150203_C0,9,34.752,63.386,-28.634,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150203_C0,10,46.092,5.869,40.222,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150203_C0,11,49.670,4.366,45.304,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150203_C0,12,56.390,4.705,51.685,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150203_C0,13,54.984,4.163,50.821,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150203_C0,14,56.301,4.020,52.281,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150203_C0,15,53.284,3.297,49.987,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150203_C0,16,53.250,2.139,51.111,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150203_C0,17,55.749,3.323,52.426,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150203_C0,18,56.464,8.302,48.162,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150203_C0,19,49.066,17.298,31.768,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150203_C0,20,47.654,28.831,18.823,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150203_C0,21,47.597,28.648,18.949,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150203_C0,22,48.068,29.161,18.907,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150203_C0,23,51.980,15.936,36.044,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150203_C0,24,51.973,15.834,36.139,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150204_C4,1,27.024,41.777,-14.753,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150204_C4,2,25.890,47.236,-21.346,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150204_C4,3,28.324,52.955,-24.631,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150204_C4,4,28.757,53.798,-25.040,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150204_C4,5,31.421,61.833,-30.412,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150204_C4,6,32.330,64.236,-31.906,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150204_C4,7,32.794,65.233,-32.439,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150204_C4,8,32.862,65.369,-32.506,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150204_C4,9,32.128,63.386,-31.258,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150204_C4,10,23.446,5.869,17.576,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150204_C4,11,21.332,4.366,16.966,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150204_C4,12,17.439,4.705,12.734,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150204_C4,13,16.820,4.163,12.657,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150204_C4,14,16.262,4.020,12.242,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150204_C4,15,15.450,3.297,12.153,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150204_C4,16,15.461,2.139,13.322,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150204_C4,17,16.128,3.323,12.805,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150204_C4,18,17.217,8.302,8.915,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150204_C4,19,13.925,17.298,-3.373,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150204_C4,20,23.108,28.831,-5.722,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150204_C4,21,23.068,28.648,-5.580,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150204_C4,22,22.289,29.161,-6.871,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150204_C4,23,16.359,15.936,0.423,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150204_C4,24,16.227,15.834,0.393,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150205_C5,1,27.024,41.777,-14.753,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150205_C5,2,25.890,47.236,-21.346,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150205_C5,3,28.324,52.955,-24.631,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150205_C5,4,28.757,53.798,-25.040,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150205_C5,5,31.421,61.833,-30.412,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150205_C5,6,32.330,64.236,-31.906,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150205_C5,7,32.794,65.233,-32.439,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150205_C5,8,32.862,65.369,-32.506,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150205_C5,9,32.128,63.386,-31.258,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150205_C5,10,23.446,5.869,17.576,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150205_C5,11,21.332,4.366,16.966,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150205_C5,12,17.439,4.705,12.734,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150205_C5,13,16.820,4.163,12.657,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150205_C5,14,16.262,4.020,12.242,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150205_C5,15,15.450,3.297,12.153,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150205_C5,16,15.461,2.139,13.322,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150205_C5,17,16.128,3.323,12.805,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150205_C5,18,17.217,8.302,8.915,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150205_C5,19,13.925,17.298,-3.373,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150205_C5,20,23.108,28.831,-5.722,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150205_C5,21,23.068,28.648,-5.580,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150205_C5,22,22.289,29.161,-6.871,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150205_C5,23,16.359,15.936,0.423,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150205_C5,24,16.227,15.834,0.393,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150206_C0,1,27.024,41.777,-14.753,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150206_C0,2,25.890,47.236,-21.346,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150206_C0,3,28.324,52.955,-24.631,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150206_C0,4,28.757,53.798,-25.040,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150206_C0,5,31.421,61.833,-30.412,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150206_C0,6,32.330,64.236,-31.906,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150206_C0,7,32.794,65.233,-32.439,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150206_C0,8,32.862,65.369,-32.506,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150206_C0,9,32.128,63.386,-31.258,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150206_C0,10,23.446,5.869,17.576,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150206_C0,11,21.332,4.366,16.966,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150206_C0,12,17.439,4.705,12.734,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150206_C0,13,16.820,4.163,12.657,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150206_C0,14,16.262,4.020,12.242,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150206_C0,15,15.450,3.297,12.153,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150206_C0,16,15.461,2.139,13.322,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150206_C0,17,16.128,3.323,12.805,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150206_C0,18,17.217,8.302,8.915,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150206_C0,19,13.925,17.298,-3.373,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150206_C0,20,23.108,28.831,-5.722,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150206_C0,21,23.068,28.648,-5.580,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150206_C0,22,22.289,29.161,-6.871,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150206_C0,23,16.359,15.936,0.423,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150206_C0,24,16.227,15.834,0.393,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150211_W1,1,19.959,41.777,-21.818,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150211_W1,2,22.292,47.236,-24.944,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150211_W1,3,25.851,52.955,-27.104,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150211_W1,4,26.318,53.798,-27.480,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150211_W1,5,30.443,61.833,-31.389,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150211_W1,6,31.788,64.236,-32.449,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150211_W1,7,32.278,65.233,-32.955,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150211_W1,8,32.343,65.369,-33.025,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150211_W1,9,31.183,63.386,-32.203,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150211_W1,10,10.852,5.869,4.983,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150211_W1,11,8.422,4.366,4.056,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150211_W1,12,3.472,4.705,-1.233,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150211_W1,13,3.253,4.163,-0.910,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150211_W1,14,3.023,4.020,-0.997,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150211_W1,15,3.124,3.297,-0.173,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150211_W1,16,3.126,2.139,0.987,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150211_W1,17,3.022,3.323,-0.301,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150211_W1,18,3.577,8.302,-4.725,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150211_W1,19,6.084,17.298,-11.214,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150211_W1,20,13.500,28.831,-15.331,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150211_W1,21,13.412,28.648,-15.236,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150211_W1,22,13.556,29.161,-15.605,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150211_W1,23,6.819,15.936,-9.116,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150211_W1,24,6.738,15.834,-9.097,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150311_W1,1,19.959,41.777,-21.818,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150311_W1,2,22.292,47.236,-24.944,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150311_W1,3,25.851,52.955,-27.104,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150311_W1,4,26.318,53.798,-27.480,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150311_W1,5,30.443,61.833,-31.389,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150311_W1,6,31.788,64.236,-32.449,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150311_W1,7,32.278,65.233,-32.955,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150311_W1,8,32.343,65.369,-33.025,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150311_W1,9,31.183,63.386,-32.203,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150311_W1,10,10.852,5.869,4.983,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150311_W1,11,8.422,4.366,4.056,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150311_W1,12,3.472,4.705,-1.233,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150311_W1,13,3.253,4.163,-0.910,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150311_W1,14,3.023,4.020,-0.997,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150311_W1,15,3.124,3.297,-0.173,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150311_W1,16,3.126,2.139,0.987,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150311_W1,17,3.022,3.323,-0.301,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150311_W1,18,3.577,8.302,-4.725,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150311_W1,19,6.084,17.298,-11.214,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150311_W1,20,13.500,28.831,-15.331,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150311_W1,21,13.412,28.648,-15.236,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150311_W1,22,13.556,29.161,-15.605,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150311_W1,23,6.819,15.936,-9.116,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150311_W1,24,6.738,15.834,-9.097,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150312_W2,1,19.959,41.777,-21.818,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150312_W2,2,22.292,47.236,-24.944,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150312_W2,3,25.851,52.955,-27.104,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150312_W2,4,26.318,53.798,-27.480,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150312_W2,5,30.443,61.833,-31.389,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150312_W2,6,31.788,64.236,-32.449,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150312_W2,7,32.278,65.233,-32.955,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150312_W2,8,32.343,65.369,-33.025,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150312_W2,9,31.183,63.386,-32.203,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150312_W2,10,10.852,5.869,4.983,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150312_W2,11,8.422,4.366,4.056,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150312_W2,12,3.472,4.705,-1.233,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150312_W2,13,3.253,4.163,-0.910,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150312_W2,14,3.023,4.020,-0.997,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150312_W2,15,3.124,3.297,-0.173,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150312_W2,16,3.126,2.139,0.987,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150312_W2,17,3.022,3.323,-0.301,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150312_W2,18,3.577,8.302,-4.725,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150312_W2,19,6.084,17.298,-11.214,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150312_W2,20,13.500,28.831,-15.331,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150312_W2,21,13.412,28.648,-15.236,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150312_W2,22,13.556,29.161,-15.605,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150312_W2,23,6.819,15.936,-9.116,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150312_W2,24,6.738,15.834,-9.097,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150411_W1,1,2.090,41.777,-39.687,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150411_W1,2,2.090,47.236,-45.146,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150411_W1,3,2.090,52.955,-50.865,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150411_W1,4,2.090,53.798,-51.708,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150411_W1,5,2.090,61.833,-59.743,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150411_W1,6,2.090,64.236,-62.146,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150411_W1,7,2.090,65.233,-63.143,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150411_W1,8,2.090,65.369,-63.279,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150411_W1,9,2.090,63.386,-61.296,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150411_W1,10,2.090,5.869,-3.779,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150411_W1,11,2.090,4.366,-2.276,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150411_W1,12,2.090,4.705,-2.615,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150411_W1,13,2.090,4.163,-2.073,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150411_W1,14,2.090,4.020,-1.930,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150411_W1,15,2.090,3.297,-1.207,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150411_W1,16,2.090,2.139,-0.049,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150411_W1,17,2.090,3.323,-1.233,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150411_W1,18,2.090,8.302,-6.212,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150411_W1,19,2.090,17.298,-15.208,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150411_W1,20,2.090,28.831,-26.741,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150411_W1,21,2.090,28.648,-26.558,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150411_W1,22,2.090,29.161,-27.071,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150411_W1,23,2.090,15.936,-13.846,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150411_W1,24,2.090,15.834,-13.744,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150511_W1,1,64.826,41.777,23.048,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150511_W1,2,26.689,47.236,-20.547,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150511_W1,3,28.508,52.955,-24.447,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150511_W1,4,28.908,53.798,-24.889,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150511_W1,5,31.587,61.833,-30.245,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150511_W1,6,32.779,64.236,-31.457,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150511_W1,7,33.256,65.233,-31.977,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150511_W1,8,33.320,65.369,-32.048,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150511_W1,9,32.263,63.386,-31.123,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150511_W1,10,88.943,5.869,83.073,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150511_W1,11,82.890,4.366,78.524,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150511_W1,12,72.167,4.705,67.462,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150511_W1,13,66.783,4.163,62.620,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150511_W1,14,59.529,4.020,55.509,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150511_W1,15,49.228,3.297,45.930,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150511_W1,16,49.364,2.139,47.226,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150511_W1,17,57.674,3.323,54.351,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150511_W1,18,66.189,8.302,57.888,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150511_W1,19,48.133,17.298,30.835,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150511_W1,20,57.931,28.831,29.100,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150511_W1,21,58.071,28.648,29.423,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150511_W1,22,46.528,29.161,17.368,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150511_W1,23,26.303,15.936,10.367,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150511_W1,24,26.067,15.834,10.233,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150611_W1,1,20.674,41.777,-21.103,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150611_W1,2,22.173,47.236,-25.063,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150611_W1,3,25.820,52.955,-27.135,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150611_W1,4,26.290,53.798,-27.508,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150611_W1,5,30.373,61.833,-31.460,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150611_W1,6,31.727,64.236,-32.509,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150611_W1,7,32.216,65.233,-33.017,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150611_W1,8,32.281,65.369,-33.087,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150611_W1,9,31.100,63.386,-32.286,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150611_W1,10,12.317,5.869,6.448,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150611_W1,11,9.744,4.366,5.378,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150611_W1,12,4.630,4.705,-0.075,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150611_W1,13,4.345,4.163,0.182,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150611_W1,14,3.972,4.020,-0.048,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150611_W1,15,3.942,3.297,0.645,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150611_W1,16,3.946,2.139,1.807,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150611_W1,17,3.952,3.323,0.629,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150611_W1,18,4.642,8.302,-3.660,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150611_W1,19,6.488,17.298,-10.811,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150611_W1,20,14.273,28.831,-14.558,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150611_W1,21,14.194,28.648,-14.454,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150611_W1,22,14.099,29.161,-15.062,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150611_W1,23,7.139,15.936,-8.797,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150611_W1,24,7.047,15.834,-8.787,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150711_N1,1,33.146,41.777,-8.632,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150711_N1,2,32.904,47.236,-14.332,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
ScnDA,150711_N1,3,32.577,52.955,-20.378,0.000,+0.0000e+000,+0.0000e+000,+0.0000e+000
